threshold_percents	cluster_id	representative	cluster_size
90	124	afm_dropout_full_model_5_multimer_v1_pred_38.pdb	4
90	125	afm_dropout_full_woTemplates_model_2_multimer_v2_pred_20.pdb	4
90	126	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_57.pdb	4
90	127	afm_dropout_full_woTemplates_r3_model_1_multimer_v3_pred_32.pdb	4
90	128	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_29.pdb	5
90	129	afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_37.pdb	4
90	130	afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_41.pdb	4
90	131	afm_dropout_noSM_woTemplates_model_1_multimer_v2_pred_11.pdb	4
90	132	afm_dropout_noSM_woTemplates_model_1_multimer_v2_pred_21.pdb	4
90	133	afm_dropout_noSM_woTemplates_model_3_multimer_v1_pred_59.pdb	6
90	134	afm_woTemplates_model_1_multimer_v1_pred_66.pdb	4
90	135	afm_woTemplates_model_3_multimer_v1_pred_26.pdb	4
90	136	afm_woTemplates_model_3_multimer_v3_pred_34.pdb	4
90	137	afm_woTemplates_model_5_multimer_v1_pred_32.pdb	4
90	138	cf_dropout_full_woTemplates_model_1_multimer_v1_pred_24.pdb	4
90	139	cf_dropout_full_woTemplates_model_1_multimer_v1_pred_29.pdb	4
90	140	cf_dropout_full_woTemplates_model_2_multimer_v1_pred_61.pdb	5
90	141	cf_dropout_full_woTemplates_model_3_multimer_v2_pred_65.pdb	4
90	142	cf_dropout_full_woTemplates_model_4_multimer_v3_pred_7.pdb	4
90	143	cf_woTemplates_model_5_multimer_v2_pred_8.pdb	4
90	144	afm_basic_model_4_multimer_v3_pred_43.pdb	3
90	145	afm_dropout_full_model_4_multimer_v2_pred_4.pdb	3
90	146	afm_dropout_full_model_5_multimer_v3_pred_19.pdb	3
90	147	afm_dropout_full_woTemplates_model_2_multimer_v2_pred_30.pdb	3
90	148	afm_dropout_full_woTemplates_model_2_multimer_v3_pred_6.pdb	3
90	149	afm_dropout_full_woTemplates_model_3_multimer_v1_pred_61.pdb	3
90	150	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_58.pdb	3
90	151	afm_dropout_full_woTemplates_model_5_multimer_v2_pred_45.pdb	3
90	152	afm_dropout_full_woTemplates_r3_model_2_multimer_v2_pred_16.pdb	4
90	153	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_23.pdb	3
90	154	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_26.pdb	3
90	155	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_1.pdb	3
90	156	afm_dropout_noSM_woTemplates_model_3_multimer_v1_pred_16.pdb	3
90	157	afm_woTemplates_model_1_multimer_v1_pred_31.pdb	4
90	158	afm_woTemplates_model_1_multimer_v1_pred_43.pdb	3
90	159	afm_woTemplates_model_1_multimer_v3_pred_66.pdb	3
90	160	afm_woTemplates_model_2_multimer_v2_pred_36.pdb	3
90	161	afm_woTemplates_model_4_multimer_v1_pred_61.pdb	3
90	162	afm_woTemplates_model_5_multimer_v1_pred_0.pdb	3
90	163	afm_woTemplates_model_5_multimer_v1_pred_2.pdb	4
90	164	afm_woTemplates_model_5_multimer_v1_pred_21.pdb	3
90	165	cf_dropout_full_woTemplates_model_1_multimer_v3_pred_1.pdb	3
90	166	cf_dropout_full_woTemplates_model_2_multimer_v3_pred_4.pdb	3
90	167	cf_dropout_full_woTemplates_model_3_multimer_v1_pred_10.pdb	4
90	168	cf_dropout_full_woTemplates_model_5_multimer_v1_pred_26.pdb	3
90	169	cf_woTemplates_model_5_multimer_v1_pred_47.pdb	3
90	170	cf_woTemplates_model_5_multimer_v1_pred_54.pdb	4
90	171	afm_dropout_full_model_1_multimer_v2_pred_1.pdb	2
90	172	afm_dropout_full_model_1_multimer_v3_pred_12.pdb	2
90	173	afm_dropout_full_model_2_multimer_v1_pred_23.pdb	2
90	174	afm_dropout_full_model_2_multimer_v1_pred_32.pdb	2
90	175	afm_dropout_full_model_3_multimer_v1_pred_13.pdb	2
90	176	afm_dropout_full_model_5_multimer_v1_pred_16.pdb	2
90	177	afm_dropout_full_model_5_multimer_v3_pred_42.pdb	2
90	178	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_13.pdb	2
90	179	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_26.pdb	2
90	180	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_52.pdb	2
90	181	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_28.pdb	2
90	182	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_54.pdb	2
90	183	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_7.pdb	2
90	184	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_8.pdb	2
90	185	afm_dropout_full_woTemplates_model_2_multimer_v2_pred_27.pdb	2
90	186	afm_dropout_full_woTemplates_model_2_multimer_v2_pred_32.pdb	2
90	187	afm_dropout_full_woTemplates_model_2_multimer_v3_pred_13.pdb	2
90	188	afm_dropout_full_woTemplates_model_3_multimer_v2_pred_51.pdb	2
90	189	afm_dropout_full_woTemplates_model_3_multimer_v2_pred_56.pdb	2
90	190	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_45.pdb	2
90	191	afm_dropout_full_woTemplates_model_5_multimer_v2_pred_51.pdb	2
90	192	afm_dropout_full_woTemplates_r3_model_1_multimer_v2_pred_12.pdb	2
90	193	afm_dropout_full_woTemplates_r3_model_1_multimer_v3_pred_34.pdb	2
90	194	afm_dropout_full_woTemplates_r3_model_1_multimer_v3_pred_36.pdb	2
90	195	afm_dropout_full_woTemplates_r3_model_2_multimer_v2_pred_2.pdb	2
90	196	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_38.pdb	2
90	197	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_61.pdb	2
90	198	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_40.pdb	2
90	199	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_62.pdb	2
90	200	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_13.pdb	2
90	201	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_46.pdb	2
90	202	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_11.pdb	2
90	203	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_13.pdb	2
90	204	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_2.pdb	2
90	205	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_6.pdb	2
90	206	afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_13.pdb	2
90	207	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_2.pdb	2
90	208	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_21.pdb	2
90	209	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_58.pdb	2
90	210	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_21.pdb	2
90	211	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_27.pdb	2
90	212	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_60.pdb	2
90	213	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_65.pdb	2
90	214	afm_dropout_noSM_woTemplates_model_1_multimer_v2_pred_28.pdb	2
90	215	afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_54.pdb	2
90	216	afm_dropout_noSM_woTemplates_model_3_multimer_v1_pred_28.pdb	2
90	217	afm_woTemplates_model_1_multimer_v1_pred_10.pdb	2
90	218	afm_woTemplates_model_1_multimer_v1_pred_12.pdb	2
90	219	afm_woTemplates_model_3_multimer_v1_pred_12.pdb	2
90	220	afm_woTemplates_model_3_multimer_v1_pred_59.pdb	2
90	221	afm_woTemplates_model_4_multimer_v1_pred_20.pdb	2
90	222	afm_woTemplates_model_5_multimer_v1_pred_18.pdb	2
90	223	afm_woTemplates_model_5_multimer_v1_pred_39.pdb	2
90	224	cf_dropout_full_woTemplates_model_1_multimer_v1_pred_2.pdb	2
90	225	cf_dropout_full_woTemplates_model_1_multimer_v1_pred_38.pdb	2
90	226	cf_dropout_full_woTemplates_model_1_multimer_v2_pred_14.pdb	2
90	227	cf_dropout_full_woTemplates_model_1_multimer_v2_pred_29.pdb	2
90	228	cf_dropout_full_woTemplates_model_1_multimer_v2_pred_3.pdb	2
90	229	cf_dropout_full_woTemplates_model_2_multimer_v1_pred_1.pdb	2
90	230	cf_dropout_full_woTemplates_model_2_multimer_v1_pred_14.pdb	2
90	231	cf_dropout_full_woTemplates_model_2_multimer_v1_pred_16.pdb	2
90	232	cf_dropout_full_woTemplates_model_2_multimer_v1_pred_22.pdb	2
90	233	cf_dropout_full_woTemplates_model_2_multimer_v2_pred_24.pdb	2
90	234	cf_dropout_full_woTemplates_model_3_multimer_v1_pred_42.pdb	2
90	235	cf_dropout_full_woTemplates_model_3_multimer_v1_pred_56.pdb	2
90	236	cf_dropout_full_woTemplates_model_3_multimer_v2_pred_2.pdb	2
90	237	cf_dropout_full_woTemplates_model_4_multimer_v1_pred_5.pdb	2
90	238	cf_dropout_full_woTemplates_model_4_multimer_v1_pred_54.pdb	2
90	239	cf_dropout_full_woTemplates_model_4_multimer_v2_pred_2.pdb	2
90	240	cf_dropout_full_woTemplates_model_5_multimer_v2_pred_2.pdb	2
90	241	cf_dropout_full_woTemplates_model_5_multimer_v3_pred_12.pdb	2
90	242	cf_woTemplates_model_2_multimer_v1_pred_25.pdb	2
90	243	cf_woTemplates_model_2_multimer_v3_pred_16.pdb	2
90	244	cf_woTemplates_model_5_multimer_v1_pred_15.pdb	2
90	245	cf_woTemplates_model_5_multimer_v1_pred_40.pdb	2
90	246	cf_woTemplates_model_5_multimer_v2_pred_29.pdb	2
90	247	cf_woTemplates_model_5_multimer_v3_pred_48.pdb	2
90	248	afm_basic_model_1_multimer_v1_pred_44.pdb	1
90	249	afm_basic_model_2_multimer_v1_pred_10.pdb	1
90	250	afm_basic_model_3_multimer_v1_pred_44.pdb	1
90	251	afm_basic_model_4_multimer_v1_pred_32.pdb	1
90	252	afm_dropout_full_model_1_multimer_v1_pred_57.pdb	1
90	253	afm_dropout_full_model_2_multimer_v1_pred_20.pdb	1
90	254	afm_dropout_full_model_2_multimer_v1_pred_61.pdb	1
90	255	afm_dropout_full_model_3_multimer_v1_pred_12.pdb	1
90	256	afm_dropout_full_model_3_multimer_v1_pred_23.pdb	1
90	257	afm_dropout_full_model_3_multimer_v1_pred_48.pdb	1
90	258	afm_dropout_full_model_5_multimer_v1_pred_53.pdb	1
90	259	afm_dropout_full_model_5_multimer_v3_pred_31.pdb	1
90	260	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_1.pdb	1
90	261	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_11.pdb	1
90	262	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_12.pdb	1
90	263	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_14.pdb	1
90	264	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_15.pdb	1
90	265	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_16.pdb	1
90	266	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_17.pdb	1
90	267	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_18.pdb	1
90	268	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_19.pdb	1
90	269	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_2.pdb	1
90	270	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_20.pdb	1
90	271	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_21.pdb	1
90	272	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_22.pdb	1
90	273	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_23.pdb	1
90	274	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_24.pdb	1
90	275	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_25.pdb	1
90	276	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_27.pdb	1
90	277	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_28.pdb	1
90	278	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_3.pdb	1
90	279	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_31.pdb	1
90	280	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_32.pdb	1
90	281	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_33.pdb	1
90	282	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_34.pdb	1
90	283	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_35.pdb	1
90	284	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_37.pdb	1
90	285	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_38.pdb	1
90	286	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_4.pdb	1
90	287	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_41.pdb	1
90	288	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_42.pdb	1
90	289	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_43.pdb	1
90	290	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_44.pdb	1
90	291	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_45.pdb	1
90	292	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_47.pdb	1
90	293	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_48.pdb	1
90	294	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_49.pdb	1
90	295	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_5.pdb	1
90	296	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_50.pdb	1
90	297	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_53.pdb	1
90	298	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_54.pdb	1
90	299	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_55.pdb	1
90	300	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_56.pdb	1
90	301	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_58.pdb	1
90	302	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_59.pdb	1
90	303	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_60.pdb	1
90	304	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_61.pdb	1
90	305	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_63.pdb	1
90	306	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_66.pdb	1
90	307	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_7.pdb	1
90	308	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_8.pdb	1
90	309	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_9.pdb	1
90	310	afm_dropout_full_woTemplates_model_1_multimer_v2_pred_16.pdb	1
90	311	afm_dropout_full_woTemplates_model_1_multimer_v2_pred_49.pdb	1
90	312	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_0.pdb	1
90	313	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_1.pdb	1
90	314	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_15.pdb	1
90	315	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_16.pdb	1
90	316	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_17.pdb	1
90	317	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_18.pdb	1
90	318	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_19.pdb	1
90	319	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_20.pdb	1
90	320	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_21.pdb	1
90	321	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_22.pdb	1
90	322	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_24.pdb	1
90	323	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_29.pdb	1
90	324	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_30.pdb	1
90	325	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_31.pdb	1
90	326	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_34.pdb	1
90	327	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_36.pdb	1
90	328	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_38.pdb	1
90	329	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_39.pdb	1
90	330	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_41.pdb	1
90	331	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_42.pdb	1
90	332	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_44.pdb	1
90	333	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_45.pdb	1
90	334	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_47.pdb	1
90	335	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_48.pdb	1
90	336	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_49.pdb	1
90	337	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_5.pdb	1
90	338	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_50.pdb	1
90	339	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_51.pdb	1
90	340	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_52.pdb	1
90	341	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_55.pdb	1
90	342	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_56.pdb	1
90	343	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_57.pdb	1
90	344	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_59.pdb	1
90	345	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_6.pdb	1
90	346	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_62.pdb	1
90	347	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_63.pdb	1
90	348	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_66.pdb	1
90	349	afm_dropout_full_woTemplates_model_2_multimer_v2_pred_50.pdb	1
90	350	afm_dropout_full_woTemplates_model_3_multimer_v1_pred_13.pdb	1
90	351	afm_dropout_full_woTemplates_model_3_multimer_v1_pred_19.pdb	1
90	352	afm_dropout_full_woTemplates_model_3_multimer_v1_pred_29.pdb	1
90	353	afm_dropout_full_woTemplates_model_3_multimer_v1_pred_31.pdb	1
90	354	afm_dropout_full_woTemplates_model_3_multimer_v1_pred_38.pdb	1
90	355	afm_dropout_full_woTemplates_model_3_multimer_v1_pred_44.pdb	1
90	356	afm_dropout_full_woTemplates_model_3_multimer_v1_pred_5.pdb	1
90	357	afm_dropout_full_woTemplates_model_3_multimer_v1_pred_50.pdb	1
90	358	afm_dropout_full_woTemplates_model_3_multimer_v1_pred_58.pdb	1
90	359	afm_dropout_full_woTemplates_model_3_multimer_v1_pred_6.pdb	1
90	360	afm_dropout_full_woTemplates_model_3_multimer_v2_pred_2.pdb	1
90	361	afm_dropout_full_woTemplates_model_3_multimer_v2_pred_22.pdb	1
90	362	afm_dropout_full_woTemplates_model_3_multimer_v3_pred_11.pdb	1
90	363	afm_dropout_full_woTemplates_model_3_multimer_v3_pred_29.pdb	1
90	364	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_1.pdb	1
90	365	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_11.pdb	1
90	366	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_12.pdb	1
90	367	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_14.pdb	1
90	368	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_16.pdb	1
90	369	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_17.pdb	1
90	370	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_20.pdb	1
90	371	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_21.pdb	1
90	372	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_22.pdb	1
90	373	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_24.pdb	1
90	374	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_28.pdb	1
90	375	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_30.pdb	1
90	376	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_31.pdb	1
90	377	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_32.pdb	1
90	378	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_33.pdb	1
90	379	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_36.pdb	1
90	380	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_37.pdb	1
90	381	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_4.pdb	1
90	382	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_40.pdb	1
90	383	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_41.pdb	1
90	384	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_45.pdb	1
90	385	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_46.pdb	1
90	386	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_47.pdb	1
90	387	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_49.pdb	1
90	388	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_5.pdb	1
90	389	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_51.pdb	1
90	390	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_56.pdb	1
90	391	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_59.pdb	1
90	392	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_61.pdb	1
90	393	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_62.pdb	1
90	394	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_63.pdb	1
90	395	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_7.pdb	1
90	396	afm_dropout_full_woTemplates_model_4_multimer_v2_pred_34.pdb	1
90	397	afm_dropout_full_woTemplates_model_4_multimer_v2_pred_38.pdb	1
90	398	afm_dropout_full_woTemplates_model_4_multimer_v2_pred_61.pdb	1
90	399	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_0.pdb	1
90	400	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_1.pdb	1
90	401	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_10.pdb	1
90	402	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_11.pdb	1
90	403	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_12.pdb	1
90	404	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_13.pdb	1
90	405	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_14.pdb	1
90	406	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_15.pdb	1
90	407	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_16.pdb	1
90	408	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_17.pdb	1
90	409	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_18.pdb	1
90	410	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_19.pdb	1
90	411	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_2.pdb	1
90	412	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_20.pdb	1
90	413	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_21.pdb	1
90	414	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_22.pdb	1
90	415	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_23.pdb	1
90	416	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_24.pdb	1
90	417	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_25.pdb	1
90	418	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_26.pdb	1
90	419	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_27.pdb	1
90	420	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_29.pdb	1
90	421	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_3.pdb	1
90	422	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_30.pdb	1
90	423	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_31.pdb	1
90	424	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_33.pdb	1
90	425	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_34.pdb	1
90	426	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_35.pdb	1
90	427	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_36.pdb	1
90	428	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_37.pdb	1
90	429	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_38.pdb	1
90	430	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_39.pdb	1
90	431	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_4.pdb	1
90	432	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_40.pdb	1
90	433	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_41.pdb	1
90	434	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_43.pdb	1
90	435	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_44.pdb	1
90	436	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_46.pdb	1
90	437	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_47.pdb	1
90	438	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_48.pdb	1
90	439	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_49.pdb	1
90	440	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_5.pdb	1
90	441	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_50.pdb	1
90	442	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_51.pdb	1
90	443	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_52.pdb	1
90	444	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_54.pdb	1
90	445	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_55.pdb	1
90	446	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_56.pdb	1
90	447	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_57.pdb	1
90	448	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_58.pdb	1
90	449	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_59.pdb	1
90	450	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_6.pdb	1
90	451	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_60.pdb	1
90	452	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_62.pdb	1
90	453	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_63.pdb	1
90	454	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_64.pdb	1
90	455	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_65.pdb	1
90	456	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_66.pdb	1
90	457	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_7.pdb	1
90	458	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_8.pdb	1
90	459	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_9.pdb	1
90	460	afm_dropout_full_woTemplates_model_5_multimer_v2_pred_11.pdb	1
90	461	afm_dropout_full_woTemplates_model_5_multimer_v2_pred_17.pdb	1
90	462	afm_dropout_full_woTemplates_model_5_multimer_v2_pred_18.pdb	1
90	463	afm_dropout_full_woTemplates_model_5_multimer_v2_pred_2.pdb	1
90	464	afm_dropout_full_woTemplates_model_5_multimer_v2_pred_20.pdb	1
90	465	afm_dropout_full_woTemplates_model_5_multimer_v2_pred_23.pdb	1
90	466	afm_dropout_full_woTemplates_model_5_multimer_v2_pred_24.pdb	1
90	467	afm_dropout_full_woTemplates_model_5_multimer_v2_pred_31.pdb	1
90	468	afm_dropout_full_woTemplates_model_5_multimer_v2_pred_32.pdb	1
90	469	afm_dropout_full_woTemplates_model_5_multimer_v2_pred_36.pdb	1
